Symbol	HitsOnWSB	Company Name	industry	"Market Cap
"
GRMN	0	Garmin	Household Durables	"24.11B
"
GRNQ	0	Greenpro Capital	Capital Markets	"35.70M
"
GROM	0	Grom Social Enterprises	Internet Content & Information	"20.98M
"
GROW	0	U.S. Global Investors	Capital Markets	"83.80M
"
GROY	0	Gold Royalty	Metals & Mining	"602.68M
"
GRPH	0	Graphite Bio	Biotechnology	"556.40M
"
GRTS	0	Gritstone bio	Biotechnology	"375.29M
"
GRTX	0	Galera Therapeutics	Biotechnology	"72.18M
"
GRVI	0	Grove	Drug Manufacturers-Specialty & Generic	"74.36M
"
GRVY	0	Gravity Co.	Entertainment	"434.31M
"
GSAQ	0	Global Synergy Acquisition	Blank Check / SPAC	"318.91M
"
GSBC	0	Great Southern Bancorp	Banks	"781.41M
"
GSBD	0	Goldman Sachs BDC	Capital Markets	"2.07B
"
GSEV	0	Gores Holdings VII	Blank Check / SPAC	"671.69M
"
GSHD	0	Goosehead Insurance	Insurance	"3.55B
"
GSIT	0	GSI Technology	Semiconductors & Semiconductor Equipment	"110.57M
"
GSKY	0	GreenSky	IT Services	"998.75M
"
GSL	0	Global Ship Lease	Marine	"991.98M
"
GSM	0	Ferroglobe	Metals & Mining	"1.00B
"
GSMG	0	Glory Star New Media Group Holdings	Advertising Agencies	"76.98M
"
GSQB	0	G Squared Ascend II	Blank Check / SPAC	"176.36M
"
GSQD	0	G Squared Ascend I	Blank Check / SPAC	"426.94M
"
GSV	0	Gold Standard Ventures	Metals & Mining	"143.37M
"
GTAC	0	Global Technology Acquisition I	Blank Check / SPAC	"211.76M
"
GTBP	0	GT Biopharma	Biotechnology	"96.03M
"
GTEC	0	Greenland Technologies Holding	Machinery	"62.99M
"
GTES	0	Gates Industrial	Machinery	"4.59B
"
GTH	0	Genetron Holdings	Diagnostics & Research	"355.49M
"
GTHX	0	G1 Therapeutics	Biotechnology	"439.68M
"
GTIM	0	Good Times Restaurants	"""Hotels, Restaurants & Leisure"""	"55.80M
"
GTLS	0	Chart Industries	Machinery	"4.55B
"
GTN	0	Gray Television	Media	"2.02B
"
GTN.A	0	Gray Television	Broadcasting	"2.01B
"
GTPA	0	Gores Technology Partners	Blank Check / SPAC	"336.53M
"
GTPB	0	Gores Technology Partners II	Blank Check / SPAC	"562.92M
"
GTX	0	Garrett Motion	Auto Components	"470.40M
"
GTY	0	Getty Realty	Equity Real Estate Investment Trusts...	"1.33B
"
GTYH	0	GTY Technology Holdings	Software	"298.74M
"
GURE	0	Gulf Resources	Chemicals	"48.16M
"
GVA	0	Granite Construction	Construction & Engineering	"1.66B
"
GVCI	0	Green Visor Financial Technology Acquisition I	Blank Check / SPAC	"248.62M
"
GVP	0	GSE Systems	Software	"28.84M
"
GWB	0	Great Western Bancorp	Banks	"1.70B
"
GWGH	0	GWG Holdings	Diversified Financial Services	"72.87M
"
GWH	0	ESS Tech	Electrical Equipment & Parts	"804.40M
"
GWII	0	Good Works II Acquisition	Blank Check / SPAC	"288.12M
"
GWRE	0	Guidewire Software	Software	"8.55B
"
GWRS	0	Global Water Resources	Water Utilities	"349.48M
"
GWW	0	W.W. Grainger	Trading Companies & Distributors	"25.50B
"
GXII	0	GX Acquisition II	Blank Check / SPAC	"364.50M
"
GYRO	0	"""Gyrodyne, LLC"""	Real Estate Management & Development	"19.13M
"
HAAC	0	Health Assurance Acquisition	Blank Check / SPAC	"539.12M
"
HAFC	0	Hanmi Financial	Banks	"821.00M
"
HAIA	0	Healthcare AI Acquisition	Blank Check / SPAC	"247.50M
"
HAIN	0	The Hain Celestial Group	Food Products	"3.41B
"
HALL	0	Hallmark Financial Services	Insurance	"76.51M
"
HAPP	0	Happiness Biotech Group	Personal Products	"16.45M
"
HARP	0	Harpoon Therapeutics	Biotechnology	"170.62M
"
HAYN	0	Haynes International	Metals & Mining	"465.31M
"
HAYW	0	Hayward Holdings	Leisure Products	"4.63B
"
HBAN	0	Huntington Bancshares	Banks	"22.37B
"
HBB	0	Hamilton Beach Brands Holding Company	Household Durables	"191.22M
"
HBCP	0	Home Bancorp	Thrifts & Mortgage Finance	"341.25M
"
HBI	0	Hanesbrands	"""Textiles, Apparel & Luxury Goods"""	"5.65B
"
HBIO	0	Harvard Bioscience	Life Sciences Tools & Services	"244.05M
"
HBNC	0	Horizon Bancorp	Banks	"915.38M
"
HBP	0	Huttig Building Products	Trading Companies & Distributors	"263.27M
"
HBT	0	HBT Financial	Banks	"547.84M
"
HCAR	0	Healthcare Services Acquisition	Blank Check / SPAC	"403.24M
"
HCAT	0	Health Catalyst	Health Care Technology	"1.59B
"
HCC	0	Warrior Met Coal	Metals & Mining	"1.46B
"
HCCC	0	Healthcare Capital	Blank Check / SPAC	"342.72M
"
HCCI	0	Heritage-Crystal Clean	Commercial Services & Supplies	"697.60M
"
HCDI	0	Harbor Custom Development	Real Estate-Development	"36.34M
"
HCI	0	HCI Group	Insurance	"700.53M
"
HCIC	0	Hennessy Capital Investment V	Shell Companies	"421.55M
"
HCII	0	Hudson Executive Investment II	Blank Check / SPAC	"304.69M
"
HCKT	0	The Hackett Group	IT Services	"577.37M
"
HCM	0	HUTCHMED (China)	Pharmaceuticals	"4.76B
"
HCMA	0	HCM Acquisition	Blank Check / SPAC	"337.50M
"
HCNE	0	JAWS Hurricane Acquisition	Blank Check / SPAC	"385.03M
"
HCSG	0	Healthcare Services Group	Commercial Services & Supplies	"1.35B
"
HCTI	0	Healthcare Triangle	Health Information Services	"53.02M
"
HCVI	0	Hennessy Capital Investment VI	Blank Check / SPAC	"386.00M
"
HCWB	0	HCW Biologics	Biotechnology	"77.53M
"
HDB	0	HDFC Bank	Banks	"126.90B
"
HDSN	0	Hudson Technologies	Commercial Services & Supplies	"167.52M
"
HEES	0	H&E Equipment Services	Trading Companies & Distributors	"1.53B
"
HEI	0	HEICO	Aerospace & Defense	"16.39B
"
HEI.A	0	HEICO	Aerospace & Defense	"16.36B
"
HELE	0	Helen of Troy	Household Durables	"5.06B
"
HEP	0	Holly Energy Partners	"""Oil, Gas & Consumable Fuels"""	"2.04B
"
HEPS	0	D-MARKET Electronic Services & Trading	Internet Retail	"694.38M
"
HERA	0	FTAC Hera Acquisition	Blank Check / SPAC	"1.06B
"
HESM	0	Hess Midstream LP	"""Oil, Gas & Consumable Fuels"""	"1.00B
"
HFBL	0	Home Federal Bancorp	Thrifts & Mortgage Finance	"67.97M
"
HFFG	0	HF Foods Group	Food & Staples Retailing	"366.81M
"
HFWA	0	Heritage Financial	Banks	"860.44M
"
HGBL	0	Heritage Global	Capital Markets	"62.54M
"
HGSH	0	China HGS Real Estate	Real Estate Management & Development	"50.21M
"
HGV	0	Hilton Grand Vacations	"""Hotels, Restaurants & Leisure"""	"5.84B
"
HHC	0	The Howard Hughes Corporation	Real Estate Management & Development	"5.34B
"
HHGC	0	HHG Capital	Blank Check / SPAC	"69.91M
"
HHLA	0	HH&L Acquisition Co.	Blank Check / SPAC	"501.97M
"
HHR	0	Headhunter Group	Professional Services	"2.36B
"
HHS	0	Harte Hanks	Media	"45.74M
"
HIBB	0	Hibbett	Specialty Retail	"864.99M
"
HIFS	0	Hingham Institution for Savings	Thrifts & Mortgage Finance	"822.68M
"
HIG	0	The Hartford Financial Services Group	Insurance	"24.55B
"
HIGA	0	H.I.G. Acquisition	Blank Check / SPAC	"447.65M
"
HIHO	0	Highway Holdings	Machinery	"11.95M
"
HII	0	Huntington Ingalls Industries	Aerospace & Defense	"7.43B
"
HIII	0	Hudson Executive Investment III	Blank Check / SPAC	"729.75M
"
HIL	0	Hill International	Professional Services	"115.62M
"
HILS	0	Hillstream BioPharma	Biotechnology	"44.26M
"
HITI	0	High Tide	Pharmaceutical Retailers	"246.53M
"
HIW	0	Highwoods Properties	Equity Real Estate Investment Trusts...	"4.53B
"
HKIB	0	AMTD International	Capital Markets	"2.34B
"
HLAH	0	Hamilton Lane Alliance Holdings I	Blank Check / SPAC	"316.26M
"
HLBZ	0	Helbiz	Recreational Vehicles	"93.28M
"
HLF	0	Herbalife Nutrition	Personal Products	"4.71B
"
HLG	0	Hailiang Education Group	Diversified Consumer Services	"266.55M
"
HLI	0	Houlihan Lokey	Capital Markets	"7.25B
"
HLIO	0	Helios Technologies	Machinery	"2.50B
"
HLIT	0	Harmonic	Communications Equipment	"945.68M
"
HLLY	0	Holley	Auto Parts	"1.39B
"
HLMN	0	Hillman Solutions	Tools & Accessories	"1.71B
"
HLNE	0	Hamilton Lane	Capital Markets	"3.38B
"
HLTH	0	Cue Health	Health Information Services	"1.35B
"
HLX	0	Helix Energy Solutions Group	Energy Equipment & Services	"582.43M
"
HLXA	0	Helix Acquisition	Blank Check / SPAC	"148.05M
"
HMA	0	Heartland Media Acquisition	Blank Check / SPAC	"218.97M
"
HMCO	0	HumanCo Acquisition	Blank Check / SPAC	"375.92M
"
HMHC	0	Houghton Mifflin Harcourt Company	Diversified Consumer Services	"2.39B
"
HMLP	0	"""Hoegh Lng Partners, LP"""	"""Oil, Gas & Consumable Fuels"""	"146.17M
"
HMN	0	Horace Mann Educators	Insurance	"1.56B
"
HMNF	0	HMN Financial	Thrifts & Mortgage Finance	"111.38M
"
HMPT	0	Home Point Capital	Mortgage Finance	"560.90M
"
HMST	0	HomeStreet	Thrifts & Mortgage Finance	"982.17M
"
HMTV	0	Hemisphere Media Group	Media	"261.76M
"
HMY	0	Harmony Gold Mining Company	Metals & Mining	"2.22B
"
HNGR	0	Hanger	Health Care Providers & Services	"684.76M
"
HNI	0	HNI Corporation	Commercial Services & Supplies	"1.83B
"
HNNA	0	Hennessy Advisors	Capital Markets	"78.52M
"
HNP	0	Huaneng Power International	Independent Power and Renewable Elect...	"8.33B
"
HNRG	0	Hallador Energy Company	"""Oil, Gas & Consumable Fuels"""	"75.00M
"
HNST	0	The Honest Company	Specialty Retail	"617.17M
"
HOFT	0	Hooker Furniture	Household Durables	"267.77M
"
HOLI	0	HollySys Automation Technologies	"""Electronic Equipment, Instruments & C..."""	"828.44M
"
HOLX	0	Hologic	Health Care Equipment & Supplies	"17.72B
"
HOMB	0	Home Bancshares	Banks	"3.90B
"
HONE	0	HarborOne Bancorp	Banks	"750.23M
"
HOOK	0	HOOKIPA Pharma	Biotechnology	"46.14M
"
HORI	0	Emerging Markets Horizon	Blank Check / SPAC	"313.75M
"
HOTH	0	Hoth Therapeutics	Pharmaceuticals	"13.67M
"
HOV	0	Hovnanian Enterprises	Household Durables	"609.98M
"
HOWL	0	Werewolf Therapeutics	Biotechnology	"234.70M
"
HPE	0	Hewlett-Packard Enterprise Company	"""Technology Hardware, Storage & Periph..."""	"21.74B
"
HPK	0	HighPeak Energy	Oil & Gas E&P	"1.74B
"
HPLT	0	Home Plate Acquisition	Blank Check / SPAC	"243.00M
"
HPP	0	Hudson Pacific Properties	Equity Real Estate Investment Trusts...	"3.66B
"
HPX	0	HPX Corp.	Shell Companies	"312.57M
"
HQI	0	HireQuest	Professional Services	"250.53M
"
HQY	0	HealthEquity	Health Care Providers & Services	"4.48B
"
HRB	0	H&R Block	Diversified Consumer Services	"4.07B
"
HRI	0	Herc Holdings	Trading Companies & Distributors	"4.87B
"
HRMY	0	Harmony Biosciences Holdings	Biotechnology	"2.20B
"
HROW	0	Harrow Health	Pharmaceuticals	"213.88M
"
HRTG	0	Heritage Insurance Holdings	Insurance	"169.23M
"
HRTX	0	Heron Therapeutics	Biotechnology	"896.01M
"
HRZN	0	Horizon Technology Finance	Capital Markets	"322.14M
"
HSAQ	0	Health Sciences Acquisitions Corp. 2	Blank Check / SPAC	"201.64M
"
HSC	0	Harsco	Machinery	"1.26B
"
HSDT	0	Helius Medical Technologies	Health Care Equipment & Supplies	"15.84M
"
HSIC	0	Henry Schein	Health Care Providers & Services	"10.53B
"
HSII	0	Heidrick & Struggles International	Professional Services	"865.16M
"
HSKA	0	Heska	Health Care Equipment & Supplies	"1.48B
"
HSON	0	Hudson Global	Professional Services	"84.66M
"
HST	0	Host Hotels & Resorts	Equity Real Estate Investment Trusts...	"12.40B
"
HSTM	0	HealthStream	Health Care Technology	"763.81M
"
HSTO	0	Histogen	Biotechnology	"11.99M
"
HT	0	Hersha Hospitality Trust	Equity Real Estate Investment Trusts...	"360.56M
"
HTA	0	Healthcare Trust of America	Equity Real Estate Investment Trusts...	"7.15B
"
HTAQ	0	Hunt Companies Acquisition I	Blank Check / SPAC	"285.77M
"
HTBI	0	HomeTrust Bancshares	Banks	"506.55M
"
HTBK	0	Heritage Commerce	Banks	"749.42M
"
HTBX	0	Heat Biologics	Biotechnology	"75.96M
"
HTGC	0	Hercules Capital	Capital Markets	"2.09B
"
HTGM	0	HTG Molecular Diagnostics	Health Care Technology	"22.16M
"
HTH	0	Hilltop Holdings	Banks	"2.60B
"
HTHT	0	Huazhu Group	"""Hotels, Restaurants & Leisure"""	"12.75B
"
HTLD	0	Heartland Express	Road & Rail	"1.18B
"
HTLF	0	Heartland Financial USA	Banks	"2.09B
"
HTOO	0	Fusion Fuel Green	Utilities-Renewable	"68.90M
"
HTPA	0	Highland Transcend Partners I	Blank Check / SPAC	"343.25M
"
HUBB	0	Hubbell	Electrical Equipment	"10.26B
"
HUBG	0	Hub Group	Air Freight & Logistics	"2.64B
"
HUDI	0	Huadi International Group Co.	Steel	"273.52M
"
HUGS	0	USHG Acquisition	Blank Check / SPAC	"369.33M
"
HUIZ	0	Huize Holding	Insurance Brokers	"64.40M
"
HUM	0	Humana	Health Care Providers & Services	"50.22B
"
HUMA	0	Humacyte	Biotechnology	"569.61M
"
HURC	0	Hurco Companies	Machinery	"222.26M
"
HURN	0	Huron Consulting Group	Professional Services	"977.31M
"
HUSA	0	Houston American Energy	"""Oil, Gas & Consumable Fuels"""	"11.91M
"
HUSN	0	Hudson Capital	Capital Markets	"15.41M
"
HVBC	0	HV Bancorp	Thrifts & Mortgage Finance	"45.47M
"
HVT	0	Haverty Furniture Companies	Specialty Retail	"531.45M
"
HWBK	0	Hawthorn Bancshares	Banks	"170.06M
"
HWC	0	Hancock Whitney	Banks	"4.67B
"
HWEL	0	Healthwell Acquisition I	Blank Check / SPAC	"299.69M
"
HWKN	0	Hawkins	Chemicals	"791.09M
"
HWKZ	0	Hawks Acquisition	Blank Check / SPAC	"243.75M
"
HWM	0	Howmet Aerospace	Aerospace & Defense	"13.51B
"
HXL	0	Hexcel	Aerospace & Defense	"4.50B
"
HY	0	Hyster-Yale Materials Handling	Machinery	"688.56M
"
HYAC	0	Haymaker Acquisition III	Blank Check / SPAC	"390.92M
"
HYMC	0	Hycroft Mining Holding	Gold	"25.37M
"
HYRE	0	HyreCar	Diversified Consumer Services	"77.00M
"
HYW	0	Hywin Holdings	Asset Management	"155.40M
"
HZN	0	Horizon Global	Auto Components	"208.47M
"
HZNP	0	Horizon Therapeutics	Pharmaceuticals	"21.40B
"
HZON	0	Horizon Acquisition II	Blank Check / SPAC	"645.75M
"
IAC	0	IAC/InterActiveCorp	Interactive Media & Services	"12.13B
"
IACC	0	ION Acquisition 3	Blank Check / SPAC	"316.04M
"
IART	0	Integra LifeSciences Holdings	Health Care Equipment & Supplies	"5.45B
"
IAS	0	Integral Ad Science Holding	Advertising Agencies	"2.74B
"
IBA	0	"""Industrias Bachoco, S.A.B. de C.V."""	Food Products	"2.06B
"
IBCP	0	Independent Bank	Banks	"515.94M
"
IBER	0	Ibere Pharmaceuticals	Blank Check / SPAC	"169.22M
"
IBEX	0	IBEX Limited	Software	"270.05M
"
IBIO	0	"""iBio, Inc."""	Biotechnology	"98.78M
"
IBN	0	ICICI Bank	Banks	"76.00B
"
IBOC	0	International Bancshares	Banks	"2.69B
"
IBP	0	Installed Building Products	Household Durables	"3.31B
"
IBRX	0	ImmunityBio	Biotechnology	"2.42B
"
IBTX	0	Independent Bank Group	Banks	"3.28B
"
ICAD	0	"""iCAD, Inc."""	Health Care Technology	"140.86M
"
ICCC	0	ImmuCell	Biotechnology	"62.48M
"
ICCH	0	ICC Holdings	Insurance	"55.15M
"
ICCM	0	IceCure Medical	Medical Care Facilities	"92.69M
"
ICD	0	Independence Contract Drilling	Energy Equipment & Services	"31.56M
"
ICFI	0	ICF International	Professional Services	"1.76B
"
ICHR	0	Ichor Holdings	Semiconductors & Semiconductor Equipment	"1.21B
"
ICL	0	ICL Group	Chemicals	"12.05B
"
ICLK	0	iClick Interactive Asia Group	Media	"322.26M
"
ICLR	0	ICON plc	Life Sciences Tools & Services	"21.39B
"
ICMB	0	Investcorp Credit Management BDC	Capital Markets	"74.22M
"
ICNC	0	Iconic Sports Acquisition	Blank Check / SPAC	"359.60M
"
ICPT	0	Intercept Pharmaceuticals	Biotechnology	"499.64M
"
ICUI	0	ICU Medical	Health Care Equipment & Supplies	"5.07B
"
ICVX	0	Icosavax	Biotechnology	"637.94M
"
IDAI	0	T Stamp	Software-Application	"140.01M
"
IDBA	0	IDEX Biometrics ASA	Software-Application	"272.00M
"
IDCC	0	InterDigital	Communications Equipment	"2.07B
"
IDEX	0	Ideanomics	Software	"552.43M
"
IDN	0	Intellicheck	"""Electronic Equipment, Instruments & C..."""	"76.10M
"
IDRA	0	Idera Pharmaceuticals	Biotechnology	"31.68M
"
IDT	0	IDT Corporation	Diversified Telecommunication Services	"995.70M
"
IDW	0	IDW Media Holdings	Publishing	"27.12M
"
IDXX	0	IDEXX Laboratories	Health Care Equipment & Supplies	"43.54B
"
IDYA	0	IDEAYA Biosciences	Biotechnology	"658.30M
"
IEA	0	Infrastructure & Energy Alternatives	Construction & Engineering	"442.81M
"
IESC	0	IES Holdings	Construction & Engineering	"1.02B
"
IFBD	0	Infobird	Software-Application	"22.98M
"
IFIN	0	InFinT Acquisition	Blank Check / SPAC	"256.01M
"
IGAC	0	IG Acquisition	Blank Check / SPAC	"368.81M
"
IGAP	0	Integrity Applications	Health Care Equipment & Supplies	"51.29M
"
IGIC	0	International General Insurance Holdings	Insurance-Diversified	"387.17M
"
IGMS	0	IGM Biosciences	Biotechnology	"577.17M
"
IGNY	0	Ignyte Acquisition	Blank Check / SPAC	"71.20M
"
IGT	0	International Game Technology	Gambling	"5.67B
"
IGTA	0	Inception Growth Acquisition	Blank Check / SPAC	"119.07M
"
IH	0	iHuman	Education & Training Services	"145.58M
"
IHC	0	Independence Holding Company	Insurance	"840.88M
"
IHG	0	InterContinental Hotels Group	"""Hotels, Restaurants & Leisure"""	"12.53B
"
IHRT	0	iHeartMedia	Media	"2.78B
"
IHT	0	InnSuites Hospitality Trust	Equity Real Estate Investment Trusts...	"29.37M
"
IIII	0	Insu Acquisition III	Blank Check / SPAC	"334.18M
"
IIIN	0	Insteel Industries	Building Products	"773.44M
"
IIIV	0	i3 Verticals	IT Services	"538.42M
"
IIN	0	IntriCon	Health Care Equipment & Supplies	"138.88M
"
IINN	0	Inspira Technologies Oxy B.H.N.	Medical Devices	"24.22M
"
IKNA	0	Ikena Oncology	Biotechnology	"412.38M
"
IKT	0	Inhibikase Therapeutics	Biotechnology	"35.25M
"
ILMN	0	Illumina	Life Sciences Tools & Services	"55.71B
"
ILPT	0	Industrial Logistics Properties Trust	Equity Real Estate Investment Trusts...	"1.50B
"
IMAB	0	I-Mab	Biotechnology	"2.13B
"
IMAC	0	IMAC Holdings	Health Care Providers & Services	"34.59M
"
IMAQ	0	International Media Acquisition	Blank Check / SPAC	"291.18M
"
IMBI	0	iMedia Brands	Internet & Direct Marketing Retail	"118.37M
"
IMCC	0	IM Cannabis	Drug Manufacturers-Specialty & Generic	"150.00M
"
IMCR	0	Immunocore Holdings	Biotechnology	"1.09B
"
IMGN	0	ImmunoGen	Biotechnology	"1.27B
"
IMGO	0	Imago BioSciences	Biotechnology	"669.23M
"
IMH	0	Impac Mortgage Holdings	Thrifts & Mortgage Finance	"19.41M
"
IMKTA	0	"""Ingles Markets,"""	Food & Staples Retailing	"1.46B
"
IMMP	0	Immutep	Biotechnology	"220.71M
"
IMMX	0	Immix Biopharma	Biotechnology	"34.92M
"
IMNM	0	Immunome	Biotechnology	"109.51M
"
IMOS	0	ChipMOS Technologies	Semiconductors & Semiconductor Equipment	"1.21B
"
IMPL	0	Impel NeuroPharma	Biotechnology	"200.21M
"
IMRA	0	IMARA	Biotechnology	"36.79M
"
IMRN	0	Immuron	Biotechnology	"23.69M
"
IMRX	0	Immuneering	Biotechnology	"271.62M
"
IMTE	0	Integrated Media Technology	"""Electronic Equipment, Instruments & C..."""	"68.85M
"
IMTX	0	Immatics	Biotechnology	"622.17M
"
IMUX	0	Immunic	Biotechnology	"366.44M
"
IMV	0	IMV Inc.	Biotechnology	"95.29M
"
IMVT	0	Immunovant	Biotechnology	"803.85M
"
IMXI	0	International Money Express	IT Services	"617.82M
"
INAB	0	IN8bio	Biotechnology	"67.14M
"
INAQ	0	Insight Acquisition	Blank Check / SPAC	"291.30M
"
INBK	0	First Internet Bancorp	Banks	"492.11M
"
INBX	0	Inhibrx	Biotechnology	"1.04B
"
INCR	0	Intercure	Drug Manufacturers-Specialty & Generic	"287.29M
"
INCY	0	Incyte	Biotechnology	"16.61B
"
INDB	0	Independent Bank	Banks	"3.98B
"
INDP	0	Indaptus Therapeutics	Biotechnology	"40.72M
"
INDT	0	INDUS Realty Trust	Equity Real Estate Investment Trusts...	"779.43M
"
INFA	0	Informatica	Software	"7.89B
"
INFI	0	Infinity Pharmaceuticals	Biotechnology	"113.94M
"
INFN	0	Infinera	Communications Equipment	"1.77B
"
INFU	0	InfuSystem Holdings	Health Care Providers & Services	"310.77M
"
INFY	0	Infosys	IT Services	"98.58B
"
INGN	0	Inogen	Health Care Equipment & Supplies	"677.63M
"
INGR	0	Ingredion	Food Products	"6.34B
"
INKA	0	KludeIn I Acquisition	Blank Check / SPAC	"213.04M
"
INKT	0	MiNK Therapeutics	Biotechnology	"120.95M
"
INM	0	InMed Pharmaceuticals	Biotechnology	"16.75M
"
INMB	0	Inmune Bio	Biotechnology	"185.93M
"
INMD	0	InMode	Health Care Equipment & Supplies	"3.83B
"
INN	0	Summit Hotel Properties	Equity Real Estate Investment Trusts...	"1.01B
"
INNV	0	Innovage Holding	Medical Care Facilities	"701.98M
"
INO	0	Inovio Pharmaceuticals	Biotechnology	"868.89M
"
INOD	0	Innodata	IT Services	"155.86M
"
INPX	0	Inpixon	IT Services	"59.09M
"
INSE	0	Inspired Entertainment	"""Hotels, Restaurants & Leisure"""	"378.18M
"
INSG	0	Inseego	Communications Equipment	"476.22M
"
INSM	0	Insmed	Biotechnology	"2.81B
"
INSP	0	Inspire Medical Systems	Health Care Technology	"6.09B
"
INSW	0	International Seaways	"""Oil, Gas & Consumable Fuels"""	"752.61M
"
INTA	0	Intapp	Software-Application	"1.24B
"
INTE	0	Integral Acquisition 1	Blank Check / SPAC	"123.00M
"
INTG	0	The InterGroup Corporation	Real Estate Management & Development	"119.42M
"
INTT	0	inTEST	Semiconductors & Semiconductor Equipment	"115.91M
"
INTU	0	Intuit	Software	"158.81B
"
INTZ	0	Intrusion	Software	"66.34M
"
INUV	0	Inuvo	Software	"51.88M
"
INVE	0	Identiv	"""Electronic Equipment, Instruments & C..."""	"430.81M
"
INVO	0	INVO Bioscience	Health Care Equipment & Supplies	"39.19M
"
INVZ	0	Innoviz Technologies	Auto Parts	"562.85M
"
INZY	0	Inozyme Pharma	Biotechnology	"158.32M
"
IO	0	ION Geophysical	Energy Equipment & Services	"17.68M
"
IOAC	0	Innovative International Acquisition	Blank Check / SPAC	"319.17M
"
IOBT	0	IO Biotech	Biotechnology	"218.93M
"
IONM	0	Assure Holdings	Medical Care Facilities	"55.63M
"
IONS	0	Ionis Pharmaceuticals	Biotechnology	"4.45B
"
IOR	0	Income Opportunity Realty Investors	Thrifts & Mortgage Finance	"47.10M
"
IOSP	0	Innospec	Chemicals	"2.30B
"
IOVA	0	Iovance Biotherapeutics	Biotechnology	"2.66B
"
IPAR	0	Inter Parfums	Personal Products	"3.15B
"
IPAX	0	Inflection Point Acquisition	Blank Check / SPAC	"361.88M
"
IPDN	0	Professional Diversity Network	Staffing & Employment Services	"17.35M
"
IPG	0	The Interpublic Group of Companies	Media	"14.25B
"
IPGP	0	IPG Photonics	"""Electronic Equipment, Instruments & C..."""	"8.09B
"
IPHA	0	Innate Pharma	Biotechnology	"307.63M
"
IPI	0	Intrepid Potash	Chemicals	"560.98M
"
IPOD	0	Social Capital Hedosophia Holdings IV	Blank Check / SPAC	"566.95M
"
IPSC	0	Century Therapeutics	Biotechnology	"700.15M
"
IPVA	0	InterPrivate II Acquisition	Blank Check / SPAC	"316.00M
"
IPVF	0	InterPrivate III Financial Partners	Blank Check / SPAC	"330.04M
"
IPVI	0	InterPrivate IV InfraTech Partners	Blank Check / SPAC	"350.39M
"
IPW	0	iPower	Internet Retail	"50.33M
"
IPWR	0	Ideal Power	Electrical Equipment	"57.15M
"
IQMD	0	Intelligent Medicine Acquisition	Blank Check / SPAC	"280.67M
"
